,Title,Year of Release,Duration in min,Genre,Rating,Votes in Views,Gross in Millions,Action,Horror,Drama,Crime,Comedy,Thriller,Sci-Fi,Mystery,Adventure,Biography,war
657,The Devil's Advocate,1997,144,"Drama, Mystery, Thriller            ",7.5,176110,3.33,0,0,1,0,0,1,0,1,0,0,0
658,The Player,1992,124,"Comedy, Crime, Drama            ",7.5,26513,6.71,0,0,1,1,1,0,0,0,0,0,0
659,Thank You for Smoking,2005,92,"Comedy, Drama            ",7.6,228568,67.29,0,0,1,0,1,0,0,0,0,0,0
660,Seven Psychopaths,2012,110,"Comedy, Crime            ",7.2,81698,48.2,0,0,0,1,1,0,0,0,0,0,0
661,Skyfall,2012,143,"Action, Adventure, Thriller            ",7.8,100726,22.49,1,0,0,0,0,1,0,0,1,0,0
662,Hereditary,2018,127,"Drama, Horror, Mystery            ",7.3,16110,0.86,0,1,1,0,0,0,0,1,0,0,0
663,Starred Up,2013,106,"Crime, Drama            ",7.3,343239,173.59,0,0,1,1,0,0,0,0,0,0,0
664,Paddington,2014,95,"Adventure, Comedy, Family            ",7.3,162825,46.96,0,0,0,0,1,0,0,0,1,0,0
665,Bloody Sunday,2002,107,"Drama, History, War            ",7.6,104889,45.95,0,0,1,0,0,0,0,0,0,0,1
666,Sen to Chihiro no kamikakushi,2001,125,"Animation, Adventure, Family            ",8.6,102660,27.09,0,0,0,0,0,0,0,0,1,0,0
667,Neds,2010,124,Drama            ,6.9,48482,0.23,0,0,1,0,0,0,0,0,0,0,0
668,The Shape of Water,2017,123,"Drama, Fantasy, Romance            ",7.3,39627,35.51,0,0,1,0,0,0,0,0,0,0,0
669,"Three Billboards Outside Ebbing, Missouri",2017,115,"Comedy, Crime, Drama            ",8.1,22190,1.91,0,0,1,1,1,0,0,0,0,0,0
670,Three Identical Strangers,2018,96,"Documentary, Biography, Drama            ",7.6,648119,424.67,0,0,1,0,0,0,0,0,0,1,0
671,State of Play,2009,127,"Crime, Drama, Mystery            ",7.1,47229,2.65,0,0,1,1,0,0,0,1,0,0,0
672,The Wackness,2008,99,"Comedy, Drama, Romance            ",6.9,434224,66.26,0,0,1,0,1,0,0,0,0,0,0
673,Dirty Rotten Scoundrels,1988,110,"Comedy, Crime            ",7.4,151858,106.89,0,0,0,1,1,0,0,0,0,0,0
674,Los ojos de Julia,2010,118,"Horror, Mystery, Thriller            ",6.7,233947,74.7,0,1,0,0,0,1,0,1,0,0,0
675,Ghostbusters II,1989,108,"Action, Comedy, Fantasy            ",6.6,65143,20.5,1,0,0,0,1,0,0,0,0,0,0
676,Jackass 3D,2010,94,"Documentary, Action, Comedy            ",7.0,373781,209.84,1,0,0,0,1,0,0,0,0,0,0
677,Stake Land,2010,98,"Drama, Horror, Sci-Fi            ",6.5,55389,129.8,0,1,1,0,0,0,1,0,0,0,0
678,Empire of the Sun,1987,153,"Drama, History, War            ",7.7,2782,0.51,0,0,1,0,0,0,0,0,0,0,1
679,The Addiction,1995,82,"Drama, Horror            ",6.4,19276,5.0,0,1,1,0,0,0,0,0,0,0,0
680,Indiana Jones and the Temple of Doom,1984,118,"Action, Adventure            ",7.5,204340,6.39,1,0,0,0,0,0,0,0,1,0,0
681,"Paris, je t'aime",2006,120,"Comedy, Drama, Romance            ",7.2,62570,42.37,0,0,1,0,1,0,0,0,0,0,0
682,Get Him to the Greek,2010,109,"Comedy, Music            ",6.4,18286,32.48,0,0,0,0,1,0,0,0,0,0,0
683,Scream,1996,111,"Horror, Mystery            ",7.4,3841,0.01,0,1,0,0,0,0,0,1,0,0,0
684,Iron Man Three,2013,130,"Action, Adventure, Sci-Fi            ",7.2,26193,2.3,1,0,0,0,0,0,1,0,1,0,0
685,The Village,2004,108,"Drama, Mystery, Thriller            ",6.6,74741,38.04,0,0,1,0,0,1,0,1,0,0,0
686,21 Jump Street,2012,109,"Action, Comedy, Crime            ",7.2,213172,44.54,1,0,0,1,1,0,0,0,0,0,0
687,Pacific Rim,2013,131,"Action, Adventure, Sci-Fi            ",6.9,150064,1.74,1,0,0,0,0,0,1,0,1,0,0
688,Shoot 'Em Up,2007,86,"Action, Comedy, Thriller            ",6.7,89237,37.74,1,0,0,0,1,1,0,0,0,0,0
689,Angels with Dirty Faces,1938,97,"Crime, Drama, Film-Noir            ",7.9,146982,80.25,0,0,1,1,0,0,0,0,0,0,0
690,Rachel Getting Married,2008,113,"Drama, Romance            ",6.7,111617,86.93,0,0,1,0,0,0,0,0,0,0,0
691,Planet Terror,2007,105,"Action, Comedy, Fantasy            ",7.1,413872,56.82,1,0,0,0,1,0,0,0,0,0,0
692,Private Parts,1997,109,"Biography, Comedy, Drama            ",6.9,237169,77.32,0,0,1,0,1,0,0,0,0,1,0
693,Spring Breakers,2012,94,"Crime, Drama, Thriller            ",5.3,166843,82.16,0,0,1,1,0,1,0,0,0,0,0
694,Wag the Dog,1997,97,"Comedy, Drama            ",7.1,11174,16.64,0,0,1,0,1,0,0,0,0,0,0
695,Margin Call,2011,107,"Drama, Thriller            ",7.1,96160,49.44,0,0,1,0,0,1,0,0,0,0,0
696,Cinderella Man,2005,144,"Biography, Drama, History            ",8.0,4992,2.33,0,0,1,0,0,0,0,0,0,1,0
697,"Paris, Texas",1984,145,Drama            ,8.1,98149,34.6,0,0,1,0,0,0,0,0,0,0,0
698,Prisoners,2013,153,"Crime, Drama, Mystery            ",8.1,86641,4.17,0,0,1,1,0,0,0,1,0,0,0
699,Bone Tomahawk,2015,132,"Drama, Horror, Western            ",7.1,247069,53.33,0,1,1,0,0,0,0,0,0,0,0
700,Westworld,1973,88,"Action, Sci-Fi, Thriller            ",7.0,51401,50.61,1,0,0,0,0,1,1,0,0,0,0
701,The Hateful Eight,2015,168,"Crime, Drama, Mystery            ",7.8,1016751,422.78,0,0,1,1,0,0,0,1,0,0,0
702,The Nice Guys,2016,116,"Action, Comedy, Crime            ",7.4,337259,0.27,1,0,0,1,1,0,0,0,0,0,0
703,Nocturnal Animals,2016,116,"Drama, Thriller            ",7.5,245779,8.7,0,0,1,0,0,1,0,0,0,0,0
704,Tenet,2020,150,"Action, Sci-Fi, Thriller            ",7.4,599110,218.82,1,0,0,0,0,1,1,0,0,0,0
705,The Loved Ones,2009,84,"Crime, Horror            ",6.6,425109,109.45,0,1,0,1,0,0,0,0,0,0,0
706,"Good Morning, Vietnam",1987,121,"Biography, Comedy, Drama            ",7.3,168326,102.27,0,0,1,0,1,0,0,0,0,1,0
707,Badlands,1973,94,"Action, Crime, Drama            ",7.8,224016,163.21,1,0,1,1,0,0,0,0,0,0,0
708,The Class of '92,2013,99,"Documentary, Sport            ",8.0,664430,100.55,0,0,0,0,0,0,0,0,0,0,0
709,Bowfinger,1999,97,Comedy            ,6.5,271472,47.7,0,0,0,0,1,0,0,0,0,0,0
710,Diamonds Are Forever,1971,120,"Action, Adventure, Thriller            ",6.6,532723,92.05,1,0,0,0,0,1,0,0,1,0,0
711,Live and Let Die,1973,121,"Action, Adventure, Thriller            ",6.7,506167,107.83,1,0,0,0,0,1,0,0,1,0,0
712,127 Hours,2010,94,"Biography, Drama            ",7.6,688116,315.06,0,0,1,0,0,0,0,0,0,1,0
713,Black Hawk Down,2001,144,"Action, Drama, History            ",7.7,643007,389.81,1,0,1,0,0,0,0,0,0,0,0
714,The Adventures of Tintin,2011,107,"Animation, Action, Adventure            ",7.3,147644,81.9,1,0,0,0,0,0,0,0,1,0,0
715,Mission: Impossible II,2000,123,"Action, Adventure, Thriller            ",6.1,267030,75.75,1,0,0,0,0,1,0,0,1,0,0
716,A Matter of Life and Death,1946,104,"Drama, Fantasy, Romance            ",8.0,36104,0.02,0,0,1,0,0,0,0,0,0,0,0
717,Kubo and the Two Strings,2016,101,"Animation, Action, Adventure            ",7.8,120647,14.43,1,0,0,0,0,0,0,0,1,0,0
718,Ringu,1998,96,"Horror, Mystery            ",7.2,163505,28.78,0,1,0,0,0,0,0,1,0,0,0
719,Suspiria,1977,99,Horror            ,7.4,46142,1.8,0,1,0,0,0,0,0,0,0,0,0
720,Carrie,1976,98,"Horror, Mystery            ",7.4,370472,215.29,0,1,0,0,0,0,0,1,0,0,0
721,Dark City,1998,100,"Fantasy, Mystery, Sci-Fi            ",7.6,212881,82.35,0,0,0,0,0,0,1,1,0,0,0
722,Breakfast at Tiffany's,1961,115,"Comedy, Drama, Romance            ",7.6,185112,40.9,0,0,1,0,1,0,0,0,0,0,0
723,Thirteen Days,2000,145,"Drama, History, Thriller            ",7.3,328196,55.69,0,0,1,0,0,1,0,0,0,0,0
724,Source Code,2011,93,"Action, Drama, Mystery            ",7.5,137754,32.22,1,0,1,0,0,0,0,1,0,0,0
725,The Jungle Book,2016,106,"Adventure, Drama, Family            ",7.4,547316,324.59,0,0,1,0,0,0,0,0,1,0,0
726,Supersonic,2016,122,"Documentary, Biography, Music            ",7.8,231110,14.67,0,0,0,0,0,0,0,0,0,1,0
727,The Killing,1956,84,"Crime, Drama, Film-Noir            ",8.0,382167,353.01,0,0,1,1,0,0,0,0,0,0,0
728,True Lies,1994,141,"Action, Comedy, Thriller            ",7.3,84108,10.0,1,0,0,0,1,1,0,0,0,0,0
729,Swimming with Sharks,1994,93,"Comedy, Crime            ",7.0,27683,0.05,0,0,0,1,1,0,0,0,0,0,0
730,Nurse Betty,2000,110,"Comedy, Crime, Drama            ",6.3,413088,46.89,0,0,1,1,1,0,0,0,0,0,0
731,Henry: Portrait of a Serial Killer,1986,83,"Biography, Crime, Drama            ",7.0,136921,52.1,0,0,1,1,0,0,0,0,0,1,0
732,Buffalo '66,1998,110,"Comedy, Drama, Romance            ",7.5,83594,16.31,0,0,1,0,1,0,0,0,0,0,0
733,Star Wars: Episode I - The Phantom Menace,1999,136,"Action, Adventure, Fantasy            ",6.5,30356,0.96,1,0,0,0,0,0,0,0,1,0,0
734,Risky Business,1983,99,"Comedy, Crime, Drama            ",6.8,132578,30.0,0,0,1,1,1,0,0,0,0,0,0
735,The Last King of Scotland,2006,123,"Biography, Drama, History            ",7.7,181272,41.62,0,0,1,0,0,0,0,0,0,1,0
736,Short Cuts,1993,188,"Comedy, Drama            ",7.7,202981,8.75,0,0,1,0,1,0,0,0,0,0,0
737,Witness,1985,112,"Drama, Romance, Thriller            ",7.4,103145,2.24,0,0,1,0,0,1,0,0,0,0,0
738,The Limey,1999,89,"Crime, Drama, Mystery            ",6.9,122218,0.79,0,0,1,1,0,0,0,1,0,0,0
739,Cast Away,2000,143,"Adventure, Drama, Romance            ",7.8,73924,4.56,0,0,1,0,0,0,0,0,1,0,0
740,The Godfather: Part III,1990,162,"Crime, Drama            ",7.6,349512,25.38,0,0,1,1,0,0,0,0,0,0,0
741,The Crow,1994,102,"Action, Fantasy, Thriller            ",7.5,59405,108.42,1,0,0,0,0,1,0,0,0,0,0
742,Eastern Promises,2007,100,"Crime, Drama, Thriller            ",7.6,169793,16.38,0,0,1,1,0,1,0,0,0,0,0
743,The Hobbit: The Desolation of Smaug,2013,161,"Adventure, Fantasy            ",7.8,325384,177.0,0,0,0,0,0,0,0,0,1,0,0
744,Manhattan,1979,96,"Comedy, Drama, Romance            ",7.9,176110,3.33,0,0,1,0,1,0,0,0,0,0,0
745,Kingpin,1996,114,"Comedy, Sport            ",6.9,26513,6.71,0,0,0,0,1,0,0,0,0,0,0
746,Quantum of Solace,2008,106,"Action, Adventure, Thriller            ",6.6,228568,67.29,1,0,0,0,0,1,0,0,1,0,0
747,El mariachi,1992,81,"Action, Crime, Thriller            ",6.9,81698,48.2,1,0,0,1,0,1,0,0,0,0,0
748,Big Trouble in Little China,1986,99,"Action, Adventure, Comedy            ",7.3,100726,22.49,1,0,0,0,1,0,0,0,1,0,0
749,The Sting,1973,129,"Comedy, Crime, Drama            ",8.3,16110,0.86,0,0,1,1,1,0,0,0,0,0,0
750,Noah,2014,138,"Action, Adventure, Drama            ",5.8,162825,46.96,1,0,1,0,0,0,0,0,1,0,0
751,Captain Fantastic,2016,118,"Comedy, Drama            ",7.8,104889,45.95,0,0,1,0,1,0,0,0,0,0,0
752,Lord of War,2005,122,"Crime, Drama            ",7.6,102660,27.09,0,0,1,1,0,0,0,0,0,0,0
753,The Last of the Mohicans,1992,112,"Action, Adventure, Drama            ",7.7,48482,0.23,1,0,1,0,0,0,0,0,1,0,0
754,Lone Survivor,2013,121,"Action, Biography, Drama            ",7.5,58097,1.71,1,0,1,0,0,0,0,0,0,1,0
755,Jumanji,1995,104,"Adventure, Comedy, Family            ",7.0,39627,35.51,0,0,0,0,1,0,0,0,1,0,0
756,Apocalypto,2006,139,"Action, Adventure, Drama            ",7.8,22190,1.91,1,0,1,0,0,0,0,0,1,0,0
757,Youth in Revolt,2009,90,"Comedy, Drama, Romance            ",6.5,648119,424.67,0,0,1,0,1,0,0,0,0,0,0
758,Lords of Dogtown,2005,107,"Biography, Drama, Sport            ",7.1,47229,2.65,0,0,1,0,0,0,0,0,0,1,0
759,Team America: World Police,2004,98,"Action, Comedy            ",7.2,434224,66.26,1,0,0,0,1,0,0,0,0,0,0
760,Man on the Moon,1999,118,"Biography, Comedy, Drama            ",7.4,233947,74.7,0,0,1,0,1,0,0,0,0,1,0
761,Trolljegeren,2010,103,"Drama, Fantasy, Horror            ",6.9,65143,20.5,0,1,1,0,0,0,0,0,0,0,0
762,Snitch,1998,93,"Crime, Drama, Thriller            ",6.6,373781,209.84,0,0,1,1,0,1,0,0,0,0,0
763,Heavenly Creatures,1994,99,"Biography, Crime, Drama            ",7.3,55389,129.8,0,0,1,1,0,0,0,0,0,1,0
764,Monsoon Wedding,2001,114,"Comedy, Drama, Romance            ",7.3,446875,90.14,0,0,1,0,1,0,0,0,0,0,0
765,The Sweet Hereafter,1997,112,Drama            ,7.5,2782,0.51,0,0,1,0,0,0,0,0,0,0,0
766,Breaking the Waves,1996,159,Drama            ,7.8,19276,5.0,0,0,1,0,0,0,0,0,0,0,0
767,The Man with Two Brains,1983,93,"Comedy, Romance, Sci-Fi            ",6.4,204340,6.39,0,0,0,0,1,0,1,0,0,0,0
768,Beverly Hills Cop,1984,105,"Action, Comedy, Crime            ",7.4,18286,32.48,1,0,0,1,1,0,0,0,0,0,0
769,The Ring,2002,115,"Horror, Mystery            ",7.1,3841,0.01,0,1,0,0,0,0,0,1,0,0,0
770,Kids,1995,91,Drama            ,7.0,26193,2.3,0,0,1,0,0,0,0,0,0,0,0
771,Hearts of Darkness: A Filmmaker's Apocalypse,1991,96,Documentary            ,8.1,74741,38.04,0,0,0,0,0,0,0,0,0,0,0
772,Roger Dodger,2002,106,"Comedy, Drama            ",6.9,213172,44.54,0,0,1,0,1,0,0,0,0,0,0
773,Hard Candy,2005,104,"Drama, Thriller            ",7.0,150064,1.74,0,0,1,0,0,1,0,0,0,0,0
774,Sicko,2007,123,"Documentary, Drama            ",8.0,89237,37.74,0,0,1,0,0,0,0,0,0,0,0
775,Lenny,1974,111,"Biography, Drama            ",7.6,146982,80.25,0,0,1,0,0,0,0,0,0,1,0
776,Persepolis,2007,96,"Animation, Biography, Drama            ",8.0,111617,86.93,0,0,1,0,0,0,0,0,0,1,0
777,The Others,2001,101,"Horror, Mystery, Thriller            ",7.6,413872,56.82,0,1,0,0,0,1,0,1,0,0,0
778,Bill & Ted's Excellent Adventure,1989,90,"Adventure, Comedy, Music            ",6.9,237169,77.32,0,0,0,0,1,0,0,0,1,0,0
779,Zoolander,2001,90,Comedy            ,6.5,166843,82.16,0,0,0,0,1,0,0,0,0,0,0
780,Rescue Dawn,2006,120,"Adventure, Biography, War            ",7.3,11174,16.64,0,0,0,0,0,0,0,0,1,1,1
781,Rear Window,1954,112,"Mystery, Thriller            ",8.5,96160,49.44,0,0,0,0,0,1,0,1,0,0,0
782,Being There,1979,130,"Comedy, Drama            ",8.0,4992,2.33,0,0,1,0,1,0,0,0,0,0,0
783,Fear and Loathing in Las Vegas,1998,118,"Adventure, Comedy, Drama            ",7.5,98149,34.6,0,0,1,0,1,0,0,0,1,0,0
784,John Wick,2014,101,"Action, Crime, Thriller            ",7.4,86641,4.17,1,0,0,1,0,1,0,0,0,0,0
785,Rope,1948,80,"Crime, Drama, Mystery            ",8.0,247069,53.33,0,0,1,1,0,0,0,1,0,0,0
786,Enter the Dragon,1973,102,"Action, Crime, Drama            ",7.6,51401,50.61,1,0,1,1,0,0,0,0,0,0,0
787,Wayne's World,1992,94,"Comedy, Music            ",7.0,1016751,422.78,0,0,0,0,1,0,0,0,0,0,0
788,This Is Spinal Tap,1984,82,"Comedy, Music            ",7.9,42693,2.91,0,0,0,0,1,0,0,0,0,0,0
789,Old School,2003,88,Comedy            ,7.1,337259,0.27,0,0,0,0,1,0,0,0,0,0,0
790,Top Five,2014,102,"Comedy, Romance            ",6.4,51453,8.41,0,0,0,0,1,0,0,0,0,0,0
791,All About Eve,1950,138,Drama            ,8.3,245779,8.7,0,0,1,0,0,0,0,0,0,0,0
792,Scum,1979,98,"Crime, Drama            ",7.6,157097,35.1,0,0,1,1,0,0,0,0,0,0,0
793,Blackfish,2013,83,Documentary            ,8.1,599110,218.82,0,0,0,0,0,0,0,0,0,0,0
794,The Martian,2015,144,"Adventure, Drama, Sci-Fi            ",8.0,425109,109.45,0,0,1,0,0,0,1,0,1,0,0
795,The Cove,2009,92,"Documentary, Biography, Crime            ",8.4,168326,102.27,0,0,0,1,0,0,0,0,0,1,0
796,Dope,2015,103,"Adventure, Comedy, Crime            ",7.2,224016,163.21,0,0,0,1,1,0,0,0,1,0,0
797,Steve Jobs,2015,122,"Biography, Drama            ",7.2,664430,100.55,0,0,1,0,0,0,0,0,0,1,0
798,A Nightmare on Elm Street,1984,91,Horror            ,7.5,271472,47.7,0,1,0,0,0,0,0,0,0,0,0
799,You Only Live Twice,1967,117,"Action, Adventure, Thriller            ",6.8,532723,92.05,1,0,0,0,0,1,0,0,1,0,0
800,Bronson,2008,92,"Action, Biography, Crime            ",7.1,506167,107.83,1,0,0,1,0,0,0,0,0,1,0
801,Project Nim,2011,93,Documentary            ,7.4,688116,315.06,0,0,0,0,0,0,0,0,0,0,0
802,Three Days of the Condor,1975,117,"Crime, Mystery, Thriller            ",7.4,52362,16.79,0,0,0,1,0,1,0,1,0,0,0
803,Sullivan's Travels,1941,90,"Adventure, Comedy, Drama            ",7.9,643007,389.81,0,0,1,0,1,0,0,0,1,0,0
804,Glory,1989,122,"Biography, Drama, History            ",7.8,147644,81.9,0,0,1,0,0,0,0,0,0,1,0
805,Pink Flamingos,1972,93,"Comedy, Crime            ",6.0,267030,75.75,0,0,0,1,1,0,0,0,0,0,0
806,Eraserhead,1977,89,"Fantasy, Horror            ",7.3,36104,0.02,0,1,0,0,0,0,0,0,0,0,0
807,Tucker and Dale vs Evil,2010,89,"Comedy, Horror            ",7.5,120647,14.43,0,1,0,0,1,0,0,0,0,0,0
808,Django,1966,91,"Action, Western            ",7.2,163505,28.78,1,0,0,0,0,0,0,0,0,0,0
809,Singin' in the Rain,1952,103,"Comedy, Musical, Romance            ",8.3,46142,1.8,0,0,0,0,1,0,0,0,0,0,0
810,Auto Focus,2002,105,"Biography, Crime, Drama            ",6.6,370472,215.29,0,0,1,1,0,0,0,0,0,1,0
811,The Iron Giant,1999,86,"Animation, Action, Adventure            ",8.1,212881,82.35,1,0,0,0,0,0,0,0,1,0,0
812,Mononoke-hime,1997,134,"Animation, Action, Adventure            ",8.4,185112,40.9,1,0,0,0,0,0,0,0,1,0,0
813,Mission: Impossible - Rogue Nation,2015,131,"Action, Adventure, Thriller            ",7.4,328196,55.69,1,0,0,0,0,1,0,0,1,0,0
814,Double Indemnity,1944,107,"Crime, Drama, Film-Noir            ",8.3,137754,32.22,0,0,1,1,0,0,0,0,0,0,0
815,Aladdin,1992,90,"Animation, Adventure, Comedy            ",8.1,547316,324.59,0,0,0,0,1,0,0,0,1,0,0
816,It Follows,2014,100,"Horror, Mystery, Thriller            ",6.8,231110,14.67,0,1,0,0,0,1,0,1,0,0,0
817,Fast & Furious 7,2015,137,"Action, Crime, Thriller            ",7.2,382167,353.01,1,0,0,1,0,1,0,0,0,0,0
818,King Kong,1933,100,"Adventure, Horror, Sci-Fi            ",7.9,84108,10.0,0,1,0,0,0,0,1,0,1,0,0
819,Sicario,2015,121,"Action, Crime, Drama            ",7.7,413088,46.89,1,0,1,1,0,0,0,0,0,0,0
820,Awakenings,1990,121,"Biography, Drama            ",7.8,136921,52.1,0,0,1,0,0,0,0,0,0,1,0
821,Young Adult,2011,94,"Comedy, Drama            ",6.3,83594,16.31,0,0,1,0,1,0,0,0,0,0,0
822,The Long Goodbye,1973,112,"Comedy, Crime, Drama            ",7.6,30356,0.96,0,0,1,1,1,0,0,0,0,0,0
823,Spartacus,1960,197,"Adventure, Biography, Drama            ",7.9,132578,30.0,0,0,1,0,0,0,0,0,1,1,0
824,Ronin,1998,122,"Action, Crime, Thriller            ",7.3,181272,41.62,1,0,0,1,0,1,0,0,0,0,0
825,Mad Max,1979,88,"Action, Adventure, Sci-Fi            ",6.9,202981,8.75,1,0,0,0,0,0,1,0,1,0,0
826,Touch of Evil,1958,95,"Crime, Drama, Film-Noir            ",8.0,103145,2.24,0,0,1,1,0,0,0,0,0,0,0
827,Nymphomaniac: Vol. I,2013,117,Drama            ,6.9,122218,0.79,0,0,1,0,0,0,0,0,0,0,0
828,Ong-bak,2003,108,"Action, Crime, Thriller            ",7.2,73924,4.56,1,0,0,1,0,1,0,0,0,0,0
829,Terms of Endearment,1983,132,"Comedy, Drama            ",7.4,59405,108.42,0,0,1,0,1,0,0,0,0,0,0
830,The Master,2012,138,Drama            ,7.1,169793,16.38,0,0,1,0,0,0,0,0,0,0,0
831,How to Train Your Dragon 2,2014,102,"Animation, Action, Adventure            ",7.8,325384,177.0,1,0,0,0,0,0,0,0,1,0,0
832,What We Do in the Shadows,2014,86,"Comedy, Horror            ",7.7,176110,3.33,0,1,0,0,1,0,0,0,0,0,0
833,Roger & Me,1989,91,Documentary            ,7.5,26513,6.71,0,0,0,0,0,0,0,0,0,0,0
834,Role Models,2008,99,Comedy            ,6.8,228568,67.29,0,0,0,0,1,0,0,0,0,0,0
835,Wayne's World 2,1993,95,"Comedy, Music            ",6.2,81698,48.2,0,0,0,0,1,0,0,0,0,0,0
836,The Warriors,1979,93,"Action, Crime, Thriller            ",7.6,100726,22.49,1,0,0,1,0,1,0,0,0,0,0
837,The Castle,1997,85,"Comedy, Drama            ",7.7,16110,0.86,0,0,1,0,1,0,0,0,0,0,0
838,Home Alone 2: Lost in New York,1992,120,"Adventure, Comedy, Crime            ",6.8,343239,173.59,0,0,0,1,1,0,0,0,1,0,0
839,Final Destination 2,2003,90,"Horror, Thriller            ",6.2,162825,46.96,0,1,0,0,0,1,0,0,0,0,0
840,Mean Streets,1973,112,"Crime, Drama, Thriller            ",7.2,107276,3.13,0,0,1,1,0,1,0,0,0,0,0
841,The Full Monty,1997,91,"Comedy, Drama            ",7.2,104889,45.95,0,0,1,0,1,0,0,0,0,0,0
842,Fast Times at Ridgemont High,1982,90,"Comedy, Drama            ",7.1,102660,27.09,0,0,1,0,1,0,0,0,0,0,0
843,Black Dynamite,2009,84,"Action, Comedy            ",7.4,48482,0.23,1,0,0,0,1,0,0,0,0,0,0
844,Everything Is Illuminated,2005,106,"Comedy, Drama            ",7.4,58097,1.71,0,0,1,0,1,0,0,0,0,0,0
845,No Way Out,1987,114,"Action, Crime, Drama            ",7.1,39627,35.51,1,0,1,1,0,0,0,0,0,0,0
846,State of Grace,1990,134,"Action, Crime, Drama            ",7.2,22190,1.91,1,0,1,1,0,0,0,0,0,0,0
847,The Hunger Games: Catching Fire,2013,146,"Action, Adventure, Drama            ",7.5,648119,424.67,1,0,1,0,0,0,0,0,1,0,0
848,Miracle on 34th Street,1947,96,"Comedy, Drama, Family            ",7.9,47229,2.65,0,0,1,0,1,0,0,0,0,0,0
849,Big Fish,2003,125,"Adventure, Drama, Fantasy            ",8.0,434224,66.26,0,0,1,0,0,0,0,0,1,0,0
850,Analyze This,1999,103,"Comedy, Crime            ",6.7,151858,106.89,0,0,0,1,1,0,0,0,0,0,0
851,Ben-Hur,1959,212,"Adventure, Drama, History            ",8.1,233947,74.7,0,0,1,0,0,0,0,0,1,0,0
852,Top Secret!,1984,90,"Comedy, Crime, Music            ",7.2,65143,20.5,0,0,0,1,1,0,0,0,0,0,0
853,Fast Five,2011,130,"Action, Adventure, Crime            ",7.3,373781,209.84,1,0,0,1,0,0,0,0,1,0,0
854,An Officer and a Gentleman,1982,124,"Drama, Romance            ",7.0,55389,129.8,0,0,1,0,0,0,0,0,0,0,0
855,Mystic River,2003,138,"Crime, Drama, Mystery            ",7.9,446875,90.14,0,0,1,1,0,0,0,1,0,0,0
856,Shut Up and Play the Hits,2012,108,"Documentary, Music            ",7.3,2782,0.51,0,0,0,0,0,0,0,0,0,0,0
857,Southern Comfort,1981,106,"Action, Thriller            ",7.1,19276,5.0,1,0,0,0,0,1,0,0,0,0,0
858,Rocky II,1979,119,"Drama, Sport            ",7.3,204340,6.39,0,0,1,0,0,0,0,0,0,0,0
859,Time Bandits,1981,116,"Adventure, Comedy, Fantasy            ",6.9,62570,42.37,0,0,0,0,1,0,0,0,1,0,0
860,Jungle Fever,1991,132,"Drama, Romance            ",6.6,18286,32.48,0,0,1,0,0,0,0,0,0,0,0
861,Down Terrace,2009,93,"Crime, Drama            ",6.4,3841,0.01,0,0,1,1,0,0,0,0,0,0,0
862,"Play It Again, Sam",1972,85,"Comedy, Romance            ",7.6,26193,2.3,0,0,0,0,1,0,0,0,0,0,0
863,Bill & Ted's Bogus Journey,1991,93,"Adventure, Comedy, Fantasy            ",6.3,74741,38.04,0,0,0,0,1,0,0,0,1,0,0
864,Napoleon Dynamite,2004,96,Comedy            ,6.9,213172,44.54,0,0,0,0,1,0,0,0,0,0,0
865,We Need to Talk About Kevin,2011,112,"Drama, Mystery, Thriller            ",7.5,150064,1.74,0,0,1,0,0,1,0,1,0,0,0
866,August: Osage County,2013,121,"Comedy, Drama            ",7.2,89237,37.74,0,0,1,0,1,0,0,0,0,0,0
867,The Wedding Singer,1998,97,"Comedy, Music, Romance            ",6.9,146982,80.25,0,0,0,0,1,0,0,0,0,0,0
868,The Naked Gun 2½: The Smell of Fear,1991,85,"Comedy, Crime            ",6.9,111617,86.93,0,0,0,1,1,0,0,0,0,0,0
869,Midnight in Paris,2011,94,"Comedy, Fantasy, Romance            ",7.7,413872,56.82,0,0,0,0,1,0,0,0,0,0,0
870,Philadelphia,1993,125,Drama            ,7.7,237169,77.32,0,0,1,0,0,0,0,0,0,0,0
871,Beowulf,2007,115,"Animation, Action, Adventure            ",6.3,166843,82.16,1,0,0,0,0,0,0,0,1,0,0
872,Deep Cover,1992,107,"Action, Crime, Thriller            ",6.9,11174,16.64,1,0,0,1,0,1,0,0,0,0,0
873,Runaway Jury,2003,127,"Crime, Drama, Thriller            ",7.1,96160,49.44,0,0,1,1,0,1,0,0,0,0,0
874,Save the Tiger,1973,100,Drama            ,6.9,4992,2.33,0,0,1,0,0,0,0,0,0,0,0
875,Mississippi Burning,1988,128,"Crime, Drama, History            ",7.8,98149,34.6,0,0,1,1,0,0,0,0,0,0,0
876,Goon,2011,92,"Comedy, Drama, Sport            ",6.8,86641,4.17,0,0,1,0,1,0,0,0,0,0,0
877,Final Destination,2000,98,"Horror, Thriller            ",6.7,247069,53.33,0,1,0,0,0,1,0,0,0,0,0
878,Fletch,1985,98,"Comedy, Crime, Mystery            ",6.9,51401,50.61,0,0,0,1,1,0,0,1,0,0,0
879,The Lion King,1994,88,"Animation, Adventure, Drama            ",8.5,1016751,422.78,0,0,1,0,0,0,0,0,1,0,0
880,Sleeper,1973,89,"Comedy, Sci-Fi            ",7.1,42693,2.91,0,0,0,0,1,0,1,0,0,0,0
